Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20
Guizhou,China,26.8154,106.8748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,6.0,6.0,7.0,7.0,10.0,17.0,18.0,27.0,28.0,41.0,46.0,57.0,66.0,70.0,72.0,77.0,90.0,102.0,102.0,104.0,104.0,112.0,112.0,112.0,112.0,114.0,114.0,114.0,114.0,114.0,115.0,117.0,123.0,129.0,133.0,137.0,140.0,143.0,143.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0
Hainan,China,19.1959,109.7453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,8.0,10.0,14.0,19.0,19.0,20.0,27.0,30.0,43.0,39.0,52.0,59.0,79.0,84.0,86.0,95.0,104.0,106.0,116.0,124.0,129.0,131.0,133.0,148.0,149.0,151.0,155.0,158.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,160.0,160.0,160.0,160.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,168.0,168.0,168.0
Hebei,China,39.549,116.1306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,6.0,13.0,22.0,30.0,34.0,41.0,48.0,54.0,68.0,87.0,101.0,105.0,122.0,136.0,152.0,169.0,184.0,203.0,219.0,234.0,248.0,261.0,274.0,277.0,282.0,294.0,296.0,300.0,301.0,304.0,305.0,307.0,307.0,307.0,307.0,307.0,308.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0
Heilongjiang,China,47.862,127.7615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,7.0,8.0,12.0,13.0,14.0,30.0,28.0,31.0,33.0,47.0,68.0,79.0,85.0,111.0,120.0,136.0,175.0,204.0,222.0,227.0,243.0,249.0,270.0,283.0,301.0,342.0,356.0,366.0,373.0,379.0,396.0,403.0,412.0,430.0,434.0,436.0,441.0,446.0,447.0,453.0,455.0,456.0,459.0,460.0,463.0,463.0,466.0,465.0,468.0,468.0,469.0
Henan,China,33.882,113.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,10.0,16.0,27.0,47.0,56.0,86.0,116.0,153.0,191.0,218.0,246.0,296.0,357.0,391.0,440.0,509.0,522.0,573.0,637.0,736.0,830.0,868.0,943.0,1002.0,1033.0,1068.0,1112.0,1170.0,1198.0,1205.0,1231.0,1234.0,1239.0,1244.0,1244.0,1247.0,1247.0,1247.0,1249.0,1249.0,1249.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0
Hong Kong,China,22.3,114.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,6.0,5.0,6.0,11.0,19.0,19.0,24.0,24.0,30.0,33.0,36.0,36.0,37.0,37.0,43.0,46.0,51.0,58.0,59.0,65.0,65.0,67.0,77.0,78.0,81.0,84.0,88.0,92.0,95.0,98.0,98.0,100.0,100.0,101.0,102.0,110.0
Hubei,China,30.9756,112.2707,28.0,28.0,31.0,32.0,42.0,45.0,80.0,88.0,90.0,141.0,168.0,295.0,386.0,522.0,633.0,817.0,1115.0,1439.0,1795.0,2222.0,2639.0,2686.0,3459.0,4774.0,5623.0,6639.0,7862.0,9128.0,10337.0,11788.0,11881.0,15299.0,15343.0,16748.0,18971.0,20969.0,23383.0,26403.0,28993.0,31536.0,33934.0,36208.0,38557.0,40592.0,42033.0,43500.0,45235.0,46488.0,47743.0,49134.0,50318.0,51553.0,52960.0,54288.0,55142.0,56003.0,56927.0,57682.0,58382.0,58946.0,59433.0,59879.0,60324.0,60811.0,61201.0
Hunan,China,27.6104,111.7088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,16.0,22.0,31.0,54.0,81.0,112.0,156.0,186.0,208.0,247.0,304.0,339.0,364.0,425.0,464.0,498.0,527.0,561.0,634.0,661.0,692.0,714.0,731.0,768.0,783.0,804.0,830.0,846.0,866.0,887.0,906.0,916.0,938.0,955.0,960.0,968.0,979.0,990.0,995.0,999.0,1005.0,1014.0,1014.0,1014.0,1014.0,1014.0,1014.0,1014.0,1014.0,1014.0,1014.0,1014.0,1014.0,1014.0
Inner Mongolia,China,44.0935,113.9448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,10.0,16.0,17.0,26.0,27.0,34.0,35.0,38.0,43.0,45.0,49.0,52.0,54.0,59.0,63.0,65.0,65.0,67.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,71.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
Jiangsu,China,32.9711,119.455,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,8.0,12.0,23.0,34.0,43.0,51.0,71.0,81.0,93.0,125.0,139.0,157.0,186.0,218.0,258.0,280.0,318.0,356.0,373.0,401.0,418.0,452.0,458.0,478.0,498.0,515.0,523.0,536.0,543.0,562.0,577.0,583.0,594.0,606.0,612.0,621.0,627.0,627.0,629.0,630.0,630.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0,631.0
Jiangxi,China,27.614,115.7221,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,5.0,7.0,9.0,12.0,18.0,20.0,27.0,37.0,45.0,55.0,73.0,105.0,128.0,152.0,170.0,187.0,210.0,240.0,275.0,310.0,362.0,433.0,489.0,555.0,613.0,645.0,683.0,719.0,754.0,790.0,811.0,831.0,850.0,870.0,884.0,901.0,909.0,916.0,919.0,923.0,927.0,932.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0
Jilin,China,43.6661,126.1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,12.0,13.0,18.0,22.0,24.0,25.0,26.0,30.0,34.0,36.0,37.0,43.0,45.0,52.0,54.0,60.0,63.0,65.0,67.0,73.0,75.0,78.0,83.0,83.0,86.0,88.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
Liaoning,China,41.2956,122.6085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,7.0,8.0,12.0,13.0,19.0,20.0,22.0,29.0,31.0,40.0,43.0,53.0,55.0,59.0,61.0,66.0,73.0,80.0,83.0,88.0,93.0,93.0,96.0,103.0,103.0,106.0,106.0,106.0,106.0,107.0,109.0,109.0,111.0,111.0,112.0,112.0,113.0,114.0,115.0,120.0,122.0,122.0,122.0,122.0,124.0,124.0,124.0,124.0,124.0
Macau,China,22.1667,113.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Ningxia,China,37.2692,106.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,15.0,13.0,13.0,22.0,24.0,24.0,24.0,33.0,33.0,35.0,42.0,42.0,44.0,48.0,48.0,56.0,58.0,61.0,65.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,69.0,71.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,73.0,73.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
Qinghai,China,35.7452,95.9956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,9.0,11.0,11.0,13.0,13.0,13.0,15.0,16.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
Shaanxi,China,35.1917,108.8701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,9.0,17.0,20.0,25.0,30.0,32.0,43.0,46.0,54.0,60.0,71.0,79.0,89.0,102.0,118.0,134.0,149.0,163.0,173.0,186.0,192.0,195.0,199.0,207.0,208.0,216.0,216.0,223.0,224.0,226.0,226.0,227.0,227.0,227.0,232.0,232.0,232.0,232.0,232.0,233.0,236.0,237.0,237.0,237.0,239.0,239.0,239.0,240.0,240.0,242.0
Shandong,China,36.3427,118.1498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,6.0,7.0,11.0,15.0,27.0,37.0,44.0,63.0,66.0,80.0,92.0,105.0,136.0,156.0,173.0,191.0,211.0,231.0,254.0,281.0,302.0,321.0,343.0,355.0,377.0,387.0,405.0,421.0,443.0,460.0,511.0,516.0,578.0,618.0,627.0,642.0,700.0,719.0,726.0,734.0,739.0,741.0,741.0,746.0,746.0,746.0,747.0,748.0,749.0,750.0,751.0,752.0,752.0,752.0
Shanghai,China,31.202,121.4491,0.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,9.0,10.0,10.0,10.0,12.0,15.0,25.0,30.0,41.0,44.0,48.0,52.0,57.0,62.0,90.0,124.0,140.0,161.0,177.0,186.0,199.0,211.0,227.0,249.0,261.0,268.0,272.0,276.0,279.0,287.0,290.0,292.0,294.0,298.0,303.0,306.0,313.0,314.0,315.0,319.0,320.0,321.0,324.0,324.0,324.0,325.0,325.0,326.0,326.0,326.0,327.0,328.0,329.0,330.0,330.0,331.0
Shanxi,China,37.5777,112.2922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,5.0,12.0,15.0,21.0,25.0,25.0,30.0,33.0,36.0,38.0,46.0,50.0,53.0,61.0,68.0,76.0,78.0,81.0,88.0,94.0,98.0,104.0,107.0,112.0,114.0,116.0,119.0,124.0,124.0,126.0,126.0,126.0,126.0,127.0,131.0,131.0,132.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0
Sichuan,China,30.6171,102.7103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,11.0,14.0,14.0,24.0,31.0,42.0,60.0,71.0,80.0,85.0,92.0,104.0,114.0,119.0,131.0,156.0,169.0,188.0,217.0,231.0,250.0,261.0,276.0,289.0,307.0,321.0,338.0,351.0,365.0,386.0,394.0,406.0,425.0,442.0,454.0,464.0,466.0,478.0,488.0,498.0,503.0,511.0,516.0,516.0,520.0,525.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0,536.0
Tianjin,China,39.3054,117.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,8.0,10.0,11.0,21.0,31.0,37.0,45.0,46.0,48.0,54.0,59.0,62.0,65.0,81.0,87.0,91.0,96.0,102.0,102.0,109.0,111.0,111.0,124.0,124.0,128.0,128.0,128.0,128.0,130.0,131.0,131.0,132.0,132.0,132.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0
Tibet,China,31.6927,88.0924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Xinjiang,China,41.1129,85.2401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,6.0,10.0,12.0,12.0,12.0,20.0,22.0,24.0,25.0,28.0,30.0,30.0,34.0,43.0,52.0,62.0,64.0,66.0,68.0,69.0,70.0,71.0,72.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
Yunnan,China,24.974,101.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,5.0,5.0,7.0,12.0,17.0,18.0,19.0,20.0,26.0,27.0,36.0,42.0,42.0,47.0,57.0,60.0,79.0,96.0,107.0,115.0,124.0,129.0,144.0,150.0,156.0,157.0,163.0,168.0,169.0,169.0,169.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0
Zhejiang,China,29.1832,120.0934,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,14.0,21.0,32.0,43.0,62.0,78.0,94.0,123.0,175.0,201.0,242.0,270.0,321.0,360.0,403.0,428.0,456.0,507.0,535.0,604.0,633.0,679.0,719.0,760.0,782.0,808.0,867.0,932.0,975.0,1016.0,1046.0,1069.0,1093.0,1114.0,1124.0,1147.0,1154.0,1161.0,1176.0,1191.0,1195.0,1197.0,1197.0,1211.0,1211.0,1216.0,1216.0,1216.0,1217.0,1219.0,1219.0,1219.0,1221.0,1221.0,1221.0,1222.0
,Colombia,4.5709,-74.2973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,8.0,8.0
,Congo (Brazzaville),-4.0383,21.7587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Congo (Kinshasa),-4.0383,21.7587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Costa Rica,9.7489,-83.7534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
,Cote d'Ivoire,7.54,-5.5471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
,Croatia,45.1,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,22.0,22.0
,Diamond Princess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,40.0,40.0,40.0,40.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,587.0,597.0
,Cuba,22.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
,Cyprus,35.1264,33.4299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0
,Czechia,49.8175,15.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,10.0,10.0,10.0
Faroe Islands,Denmark,61.8926,-6.9118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,38.0,47.0
Greenland,Denmark,71.7069,-42.6043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
,Denmark,56.2639,9.5018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,Djibouti,11.8251,42.5903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Dominica,15.415,-61.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Dominican Republic,18.7357,-70.1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0
,Ecuador,-1.8312,-78.1834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
,Egypt,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,27.0,27.0,27.0,21.0,27.0,32.0,32.0,32.0,39.0,41.0,56.0,56.0,80.0,95.0,102.0
,El Salvador,13.7942,-88.8965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Equatorial Guinea,1.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Eritrea,15.1794,39.7823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Estonia,58.5953,25.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,8.0,8.0
